trn_id,text,label
trn_5954,"We ate upstairs. The lamb dish was amazing, as well as the cobia. The tasting is definitly the way to go. You get a varity of Rick Moonens special creations. Service was spot on. We had the wine pairing as well. We had a show at 8. Server did a great job pacing dinner for 1 hour 45 min tasting. cant wait to come back.",1
trn_5955,"Spoon is back! 

I quit going to Spoon at least a year ago. The space had gotten really tired, and the menu no longer had the feeling of excitement that it had when it first opened.  So I was interested but not optimistic about returning after learning that they had redecorated and hired a new executive chef. 

We came in on Sunday and discovered a new restaurant.  The layout is pretty much the same, but the tables are new, the lighting is new, everything feels fresh.  The menu is totally different--yay--and everything was so interesting we decided to just start out with small plates.  

We had a smoked blue fish plate, an outstanding crepe stuffed with cauliflower tikki masala, a seafood cazuala, and korean fried chicken.  All fantastic.  My favorite, though, was the side of turnips with a maple sauce and peppers.  So awesome.  We tried two desserts and both were off the charts good. 

I've been back 3 times.  Add the fish entre and steak for visits 2 & 3.  Both great.  Definitely an ATF in Pittsburgh.  One minor request--dim the lights just a little!  Too bright!

------",1
trn_5956,The service was quick and our waiter was friendly. Most staff is very attentive and take their time to ensure that we have everything we need.,1
trn_5957,"Absolutely delicious and a great addition to little Italy! This restaurant specializes in meatballs in all kinds of different flavors and sizes. Their meatball Poutine (polpoutine I believe) a traditional Poutine with tiny meatballs in it, was a great starter and the tiny meatballs were well seasoned and tender... Will definitely go back and try more of their stuff!",1
trn_5958,"My sister and I are always looking for unearthed gems and we found it here. Love the atmosphere, staff is pretty cool and the alligator nugget we'll blow your mind.!",1
trn_5959,"The NUMBER ONE destination here in Cleveland to satisfy your candy fix.  They got all kinds of candy from A to Z, even the sugar free kind.  They even have a huge collection of sodas/pops as well, especially the old-school name brands.  Did I even mention that the employees who work there are friendly as well?",1
trn_5960,"I highly recommend the experience of eating here. Very welcoming and friendly staff, relaxing music, delicious vegetarian food with the option of vegan. It is an out of body experience to enjoy with great people.",1
trn_5961,"The place seems unassuming in the middle of a strip mall but suggest you give it a try.  I did not have time to sit and eat lunch so I ordered take out.  Service was pretty fast and they have a full bar so I, of course, had a beer while I waited.  The beer came in a frosty mug and I did see them making Margaritas, which looked pretty darn tasty.
I ordered the pulled pork spicy tacos.  They came with chips and home made salsa and of course all the regular fixins.  I never had a pulled pork taco before and it was delicious.  Tender and spicy and just enough sauce.  
There is a lunch menu that is served until 2:30pm and the prices are cheap, nothing over $8.50 and they come with home made chips and salsa.  My lunch was filling and hit the spot.
I'll have to make this a regular spot when I am craving Mexican.",1
trn_5962,"I had a party at my house for approximately 15 people, and was digging around for a caterer that was available on relatively short notice in the month of July (silly me).  When I was asking around, I had a few people recommend Red Tree Catering to me, so I figured that I was in good hands by checking them out.

When I walked in, everything looked good and the location is quaint and small.  There was a gal behind the counter that was extremely helpful.  She helped my mom and I choose the appetizers and even allowed us to sample a few of her recommendations, which sealed the deal on everything we picked.

We didn't hire them to come to my house and run the event, but simply to prepare the food in advance for us to pick up the day before.  There are a few very key things that impressed me about this caterer that I would like to share for anyone hiring them the way we did (go in, pick the menu, pick it up the day of the event type deal).

There are a few key things that really impressed me about Red Tree Catering:

- The hours were flexible enough that I could get everything done outside of office hours, including the pick up on Friday night (I was able to come there at 6 p.m., which did not impact my work day).

- As mentioned before, the gal behind the counter was EXTREMELY helpful and allowed us to try samples.  She also asked lots of questions abourt the guests that were going to be there and helped me choose items

- When I picked up the order, it was EXTREMELY well packed for transport and storage in my refrigerator (since I don't have a deli counter fridge at home). :)  I had no problem getting a relatively large order into my fridge in its original containers from the caterer.

- Some of the items that we ordered required assembly. Instructions in and on boxes were EXTREMELY clear about what chutney went with which appetizer, etc.  It was very straightforward to put it together without guessing which sauce went with what meat.

- I had a minor freak out moment the day before the event and called them to ask if they thought I had enough food for 15 people.  Rather than overselling me, they went through the order with me and assured me that I had more than enough food, and they were right. 

The important part of this story is that the food was OUTSTANDING.  This is a fancier caterer, so you wouldn't necessarily come here for sandwich trays, if you know what I mean.  It is gourmet food and it delivers unique flavours and high-end ingredients.

I saw a few comments on here about how overpriced some people felt it was.  I am not a person with an unlimited budget, but for us, for 15 people we were weighing whether to make a reservation and go out to dinner at someplace nice, like The Ranche or Open Range, versus catering a wide variety of high end appetizers and having a nosh-fest.  for 15 people, our bill came to $700, so that works out to approximately $46 a person and honestly it fed the party amply, and also gave us some amazing leftovers for the rest of the weekend.  I am pretty confident by the time I got appetizers, meals and desserts, I wouldn't have got out of the restaurant at $46 a head, and we grazed all afternoon.  For our audience, it made sense.  

I will also say that i checked out two other gourmet caterers.  One competitor was in the same price point ($18-$30 per dozen, depending on item), and the other was MUCH more expensive (a dozen lamb kabobs were $65 per dozen).  In my opinion, Red Tree may be a pricier option if you compare many caterers across the city with varied menu, but when I compared gourmet caterers with fancier fare, I was thrilled with what we paid, and for how much we got.",1
trn_5963,"The service is absolutely awful and it's not the bartenders fault. They need to hire extra help for these poor employees!!! I won't come back until they are fully staffed 

Ok so we came back on March 3rd and nothing has changed . No wait staff at all. The same poor bartender is running his ass off with no help. Whoever the owner is.... you are an idiot",-1
trn_5964,"Great spot, good breakfast, quick and really friendly people!! Donuts are solid definitely a place to stop at!!",1
trn_5965,"Very Dirty Facilities, Rude Staff , Horrible management.! there's even Mold in the patient Rooms..! please Dont go here, Dont send anyone you care about to this hell hole..",-1
trn_5966,Worst customer service! Been here a few times and the people behind the counter are very rude every time I've been there.  They give you 3 pieces of cheese where as the Queen st location is very generous with their servings! I rather drive the extra mile to get better service and food!,-1
trn_5967,"Health risk!! Please be careful. I got a groupon for Reiki. Victoria was unprofessional in my opinion and even worse is the fact she PIERCED my ear!!! Without my knowledge, without my consent and I don't even know if the piercing gun was clean.",-1
trn_5968,"""When the moon hits your eye that's Amore!!'...

Amore in Italian means love... love to me means food and for food they do it right at Francesca's Bakery! 

When one thinks of the Scarborough food scene, most automatically think Asian, South Asian or Caribbean, but this is a gem of an Italian Bakery serving the Scarborough area since 1994.  

Serving baked goods such as cakes, breads, sweets, they also have a fantastic hot table with their very popular arancini rice balls.

The rice balls are a size of a tennis ball and comes in two ways....traditional meat filling and a cheese version.  Both are fantastic especially when warm along with the tomato sauce so do yourself a favour and eat in the dining area.

The baked goods are wonderful with their most popular item being the Silician cannolis.  Fried cannoli shells filled with a ricotta cream.  Your really can't go wrong with that combo!

This is a family run bakery that has really become an institution in an area not known for Italian fare.

Much love, much amore for Francesca's!",1
trn_5969,As far as value yes it is okay... but for quality not so good.  Simple food that will please a picky eater.  No flavor. No taste.... perfect for the average American pallet.   Figured might be just that just average. Went to another buffet and it was worth the price tag..  easy and convenient that's about it,-1
trn_5970,Went tonight for dinner and thought it was great!  Can't wait to go back for a second try.,1
trn_5971,"I have moved to Aurora for a year, and I CANNOT believe I did not discover this noodle house any sooner! Cambodian Noodle King was recommended by Chef Heather who lives in Aurora for over 30 years, and she has been a loyal customer ever since she found out about this hole in the wall. How can I pass up on this opportunity to explore good food? lol. I made it my mission to visit the next morning for brunch!

This family owned restaurant is completely tucked away in a plaza of an industrial area, NE of Leslie Street / Davis Drive. The family working there is absolutely friendly and attentive. They can also speak a bit of Cantonese. Love the grandpa, he is so adorable ^^ The family often checks up on the customers. The chef in the kitchen also comes out to make sure the food is delicious and up to par.

All the noodles they use are Cambodian style noodles; it is very different from pho noodles. The noodles are light, thin and chewy, similar to glass noodles! I would much prefer this over pho now hahaha... sorry pho!

Highly recommend the Pad Thai - this dish has a serious kick to it but spicy good. #18 Beef stew with noodles in a beef broth - definitely a must for beef lovers. #22 House special with noodles is my personal favourite - especially delicious with that garlicky soup base!

This noodle house is now my new favourite spot for noodle cravings! Hope you guys can also give them a try if you're in the area :) Keep up the great work, Cambodian Noodle King! #supportlocalbusiness",1
trn_5972,Not only is the pizza awesome but so are the wings! The salads and cheese bread and everything else we've had here we have always enjoyed! We continue to go back because the food is always great and the service is always awesome.  We recommend this place!,1
trn_5973,"This particular location does a great job every. Service and Food keep me is coming back once a week, Sometimes twice",1
trn_5974,"This has been my nail salon for a couple years and I've always been happy with the service. Since the new ownership/management the quality and care is not the same. The last two pedicures I received, nail polish was chipping in two days, that's never happened to me anywhere.",-1
trn_5975,"I've been to a number of Melt locations over the past few years including the original but this was my first time at this location. For 8 on a Saturday night I really didn't think we would get in very quickly and to be honest I wasn't really looking forward to it. I've gone so many times I was feeling burnt out. Plus you are paying $10-$15 or more for a glorified grilled cheese sandwich.  Don't get me wrong, they are amazing but at the end of the day it is still a grilled cheese at a premium.

To my surprise there were several seat options at the bar so we sat right away. I've always liked the decor at Melt being a Cleveland Fan. This location had the normal fare like vintage holiday light up yard decorations and Cleveland sports memorabilia.  All good stuff. The service was top notch and our bartender was very attentive even making beer suggestions and handing us several samples. He was talkative and really made you feel welcome.  I could hangout with this guy was the vibe I got.

I ordered the Wet Hot Buffalo Chicken sandwich which ran me $13.50 for a full sandwich. I've not had it before.  I figure if I'm eating here again, I'm getting something different each time I come.  What an incredibly flavorful sandwich! The coleslaw and blue cheese were a great combo! I got really silly and dipped it in the provided ranch a few times which was equally good.  The fries were nice and fresh and I always get a side of sriracha ranch to dip them in.

We were in and out in under an hour and 10 minutes.   I wasn't looking forward to it on this day but in the end was glad we ended up here. Between the food, service and atmosphere it was a good evening and now a viable option for when I'm in the area.",1
trn_5976,"A friend introduced me to this restaurant about 1yr ago, and I've been hooked every since then. This is one of my favorite places. We just tell the manager, HU, what tastes we're in the mood for and he makes a suggestion. He's never been wrong yet. The food is so Yummy! Not sure what to order? Just ask HU.  I highly recommend this restaurant.",1
trn_5977,"This place is a great place to let your kids go crazy in a very safe environment. They are well watched and my kids have been playing there almost every week since it opened. On rainy days dont leave your kids in there rooms, take them here to play with others and have a great time.",1
trn_5978,Walked over from a local hotel.  Typical hotel sports bar motif.  Had great service and a nice chicken Caesar salad.  Not a bad place at all.,1
trn_5979,"Great coffee options. A great place to study (free-WIFI) and on a hot afternoon they have huge fans that you can use to cool down. 

There's a second floor with lots of seats. The bathroom is very ''decorative'' and even a little scary but was fairly clean.

They have food options (I didn't get to try) but I did order an 16 oz. Iced mint/mocha coffee concotion that was around $4.",1
trn_5980,"Went to Happy Dog on a Saturday cuz me and the girlfriend were dying for a dog with Everything Cream Cheese.  Seriously, you guys are geniuses for thinking that stuff up and I have stole that recipe as my own for a party dip.
BUT
When we showed up there was a band playing, that was loud on the outside and when we got in, had to shout to the guy at the door 3-4 times about getting in, that there was a $4 cover ($8 for the both of us).  I COULD NOT HEAR THE GUY A FOOT AWAY. I COULD NOT HEAR ANYTHING. I left. I'm not paying extra to go deaf and I'd like to talk to the person I go with.  I wouldn't mind the cover if the band was playing at a volume that didn't cause instant ear damage. We are 20-somethings, I love metal, rock and rap so loud music is normally not a problem.  But if you actually wanted to listen to the bad, stand outside.
Happy Dog, you missed out on a $30+ check from booze and food because your band was too loud and you wanted to charge us to go deaf.  Your establishment is too small to necessitate amps, or at least don't let the band turn it up so loud. Your place is small, you don't need it that loud.

We went to the Melt instead and it was fantastic.

I will rate you guys again next time I visit and that rating will be about food and service.  This one was about how I was unable to eat here.",-1
trn_5981,"A tale of two diners...

I am constantly in search of the perfect Pad Thai, so when a thai friend recommended this place, had to try.....

My meal:
Pad Thai:  awesome!  Table spices were super fresh (hotter than I expected) and the noodles were excellent.  5 stars.

My friend's meal:
Pad woon sen:  2.5 out of 5 (by her reporting); she ordered ""combination: chicken, beef, and shrimp"" and received LITERALLY one (1) shrimp.  ONE.... The flavor of the noodles was great, she said, but there were way too many onions, carrots, and not enough meat.",1
trn_5982,We love our new safe from Safe Keeper. They were extremely professional and courteous. They delivered on time and carefully installed our new safe by bolting it down. I wouldn't hesitate buying another safe from them should we ever need one. We visited several safe stores in Las Vegas and they stood out.,1
trn_5983,"I came here recently for a full day work event.  It was my first time here so I didn't know what to expect.  

The place was in a building that looked like a small house.  When I went inside it was really beautifully decorated and we had an area sectioned off to ourselves by these big wooden walls that slid back and forth.  

As part of our event we got to prep and cook our own meals as a team building exercise.  We had a caprese salad, chicken parmesan with fettuccine alfredo, and tiramisu for dessert.  We were a bit nervous based on our teams cooking skills, but the chef and helpers were extremely friendly and helpful.  The meal turned out amazing and was so delicious!  The chicken parmesan had a bit of a kick to it, which went really great with the Alfredo sauce on the pasta.  The tiramisu had a splash of Marsala wine which made it a bit different than your typical.

Amazing!  Would recommend.",1
trn_5984,"We got here at about 1:30pm on a Sunday and were seated right away. The restaurant is maid-theme, and their customer service was pretty good. They are very welcoming and took our orders in a timely manner. We ordered a chocolate angel cake and a regular cheesecake. I didn't think it was anything particularly special, but was good overall. I think next time, I'd like to try the savory foods that they have.",1
trn_5985,"I won't mince words: Oishii Sushi is the best AYCE Sushi experience in Calgary in all aspects. 

I've had my eye on Oishii for a while now, but haven't really bit the bullet to go as it is a little far from downtown. I am glad I finally made the trek on a whim on a Friday night, because it really hit the spot for me. Despite the nondescript outside appearance of a small restaurant in a strip mall, it actually is massive, modern, clean, and well apportioned from a space perspective. Great ambiance - lively but not roaring. The Bathrooms were unexpectedly clean, classy, and well designed decor wise, with soft jazz playing for your while you make room for your next order.

It was extremely busy. I don't know if I just picked an uncommonly busy Friday to try my luck, but I showed up at 6:10 and wasn't seated until 6:40. The joint was packed despite having a huge number of tables. 

Luckily I got a quiet corner booth. Overall the quality of the space is high, and cleanliness standards are well above average. Service was very good. The servers were prompt, checked in on you often, and never messed up an order (which is unheard of for AYCE Sushi, they always forget something). 

Now, onto the menu. Regular Dinner ($28) and Deluxe Dinner ($33). The additional items offered on the deluxe menu were not worth the value for me as only one of us would have enjoyed it - the only things that caught my eye on the deluxe menu were the crab legs, oysters, and Tataki. Everything else (beef rolls, for example) I see as low value and not worth it. 

That being said, the regular dinner menu was actually pretty impressive. Of course, my focus was sushi: the rolls are pretty generous with fish content and don't overload on rice, which is a mistake I see at many sushi AYCE. The sushi had a pretty thin cut of fish, which is less desirable, but with Sashimi on the menu, you can make up for that. 

The Sashimi selection was okay, but the sashimi order always arrived dead last after a long delay as compared to everything else. This was a turn off for me, as it was so exaggerated it was clearly an intentional method to ensure that you wouldn't order too much sashimi. So if you go, make it a point to order extra sashimi in your first order, and then expect to have it arrive with everything else you've ordered for your second order. 

A few interesting ones that I don't usually see elsewhere: I liked the Salmon Yukke (tartar), and the creamy udon. I would avoid the dim sum as it is mediocre. 

Overall very good experience at Oishii - going forward there is absolutely no where else i will go for AYCE Sushi.",1
trn_5986,"I would not suggest this place! The lady is nice, but the services are poor!! I made an appointment online (and was told if you arrive more than 15 minutes late your appointment will be canceled). I arrived right on time, and then I had to wait 50 minutes while she finished the appointment ahead of me. 

This is a one woman show and not your typical mani/pedi salon. No magazines, no bubbly spas to soak your feet in, no massage chair,  no large assortment of polish choices. After picking from a limited selection of polish, you sit down in a chair. The woman then fills a bowl of water (like literally takes a bowl to the faucet and fills it with water) and places it in front of your feet. 

Overall, I had to wait forever despite having an appointment. I was at the salon for 2 1/2 hours. My pedi and gel mani were awful!! I have already made an appointment to have a  proper gel mani and pedi at a nice location tomorrow.",-1
trn_5987,"Got my usual large milk black tea with egg pudding $6.99. The egg pudding was harder than normal. It should be soft and silky smooth. Finished the drink but left the egg pudding to show my displeasure...hehe

Also got the green tea ice cream + shaved ice with red bean and condensed milk for $6.99. The presentation was nice and the first few bites were pretty good but it got boring fast. The shaved ice is like slush after about 5 minutes. 

Also got one of their hot taro drinks for I believe $4.99. Not my favourite flavour so I won't comment about it. 

Service was fast and friendly. Compared to other bubble tea places I think Ten Ren's is falling behind. I like Chatime way better and there are other places which have much better selection in terms of snacks and dessert like Cha Me Cha. I don't think I will ever visit a Ten Ren's ever again. Its officially on my ""banned list"" BUT not because the snacks and drinks here are terribly bad but other places just offer much better for the same expensive price.",-1
trn_5988,"The atmosphere of the restaurant is very casual and cozy. It is like your typical American restaurant when it comes to the food like Yard House or Claim Jumpers - but what is unique about Lazy Dog is that you can bring your dog with you!

First time visiting was for a friend's birthday dinner. I got the pasta Carbonara. It was a pretty good portion, however, I thought that it was too salty. My friend, who had ordered the mushroom pizza thought hers was pretty salty, too.

I did like the fact that if you checked in to the restaurant you get a free appetizer, so we got a basket of their really good basket of fries.

The place was packed, considering we did dine in on a Friday evening; however, the service took a very long time. The waitress did not check in on our table enough, and we were a pretty big group. Also, since we could not get a hold of our server, it took an even longer time to get our checks. Overall, we spent a little bit over 2 hours in the restaurant, so the efficiency on a busy evening is very poor.",0
trn_5989,Probably THE best hotpot place i've been to. It's NOT AYCE because all the meat and seafood they serve are top quality meat. Their specialty would probably be the beef. You have quality beef that ranges from 10-30 bucks a plate and then you have beef that's like $50 for a few slices... If you're a beef fanatic... this is the place for you buddy. you'll think the beef you eat anywhere else is crap after you have the beef here. Did I mention you get individual pots and soup bases? I personally like the individual pots cause i don't like having people sticking things i don't like into the same soup base as me...,1
trn_5990,"Donna is amazing! She did my pedicure and I've never had such a stellar experience. I showed up for my appointment early and she was ready for me, no wait. Donna does a wonderful job cleaning your nails and makes sure they're shaped just how you want them. This salon is a gem, extremely comfortable and very affordable. I have really difficult nails and she made them exactly how they needed to be.",1
trn_5991,Great bar food and beers. Beautiful setting on the east bank of the Cuyahoga River. Ask for Tom he'll take great care of you. This is a winner.,1
trn_5992,"We go as a team to this place every Thursday night after softball usually have great service. Last night was totally a cluster. Waitress was very nice and apologetic, I watched the one bartender work as hard as possible to keep up. We had 2 drinks in 2 hours waited on food for an hour (24 Wings). I approached the manager asked if he could give the bartender some help he said "" the kitchen is behind and that is where he was needed"". I then watched him approach bar pull tickets and rudely slam them in front of bartender and say ""Do these"". We also observed him sit and talk to his parents sitting at corner of the bar for 45 minutes (which they had prompt service) and neglect the atmosphere within the place. We usually leave seeing a full restaurant but we all noticed it was slow upon our exit. Policy: care for your staff, your customers and visit your parents on your time off. Lost our teams visit every week.",-1
trn_5993,Worst experience ever! Do not order a tuna sandwich. If you do the staff will be vocal in shaming you of your food choice.,-1
trn_5994,"May 30th 2012


To Whom it may concern;
ATT:
HOTEL MANAGER



 
After staying at the Venetian last March 27th  for my 36th wedding anniversary and having the most pitiful disgraceful room, as well as my wife cutting her foot open on the exposed carpet tacks on the stairs in the room, we moved out of this horrible room and was accommodated beautifully at the ENCORE, for less money in a suite of much higher standard. I was told at the Venetian that there were no suites available. However when I called into the reservation center, there was no shortage of rooms, just the rate was an issue. To say the least when I had to call to the front desk about our room for six hours until finally I gave in around midnight, my wife who wanted to just get out so we could have the few minutes left of our anniversary. Fortunately we were made very comfortable at the Encore, never to return to the Venetian after running my anniversary. 

After a couple of weeks we received a two day complimentary offer from the Palazzo Hotel in lieu of the horrible experience we had at the Venetian. I choose to take a chance and took up the offer from the Palazzo to spend my 60th birthday in May. To say the least the room was great the stay was as nice, until I was accosted from a very poorly trined security guard Mike at the entrance to the self parking garage.  I did not come to a complete stop at the garage entrance and he started raising his voice and being exceptionally rude. When I opened my window he asked me if I was blind and then flashed a high power flashlight in my eyes. I got out of my car and had several harsh words with this unprofessional and dangerous employee. I was refused assistance from the hotel staff at the scene when I called in. Only after I came into the hotel and went to a manager in the floor. He summoned a security manage, who introduced me to a very professional young man by the name of Matt. I filled out a hand written statement, and to date I have not had any apology or response to this assault from your poorly trained guard. A typical rent a cop attitude. 

The one thing that the Venetian and Palazzo has truly done is to make me a 100%  Wynn/Encore client. 

Sincerely",-1
trn_5995,"Close to home, kickass haircuts and the price is right. Wandered in here while back, got a great haircut from Polo and have been back ever since. Right next to Napa on Scottsdale road, they do mostly guys haircuts, fades, etc.  I have never had a bad experience here, other than more people have clearly figured this place out and it's getting more crowded....

Good guys, great service, support local business and get yourself here.  Polo and Bobby are awesome!",1
trn_5996,Okay I haven't been here in a few years since ive moved back to San Francisco but still wanted to send a review to this awesome place. I've taken my 2002 Volvo at the time here a few times when I had issues and I've never felt ripped off or taken advantage of. They were always communtive and courtesy. Also one point my family drove to Vegas in a 2000 jeep which broke down at baker. Luckily there was a 2nd car used to make it to Vegas. My moms ins company didn't help & the baker mechanic was horrible. So it was left over night but I gave my mom the # for imperial and they helped so much! Went above and beyond and fixed it before they left to return back home. Amazing service !,1
trn_5997,"I'm not a fan of this place at all. I first came here with a friend several years ago for her bridal gown fitting and even from then on, I sensed a lack of good customer service.

Now that it's my turn, I decided to check out the same place and was helped by someone named Vira. I came with my future MIL at 7pm on a Thursday evening. Vira failed to ask me what my budget was until midway through my appointment and she had already given me a bunch of dresses to try which was way higher than what I had wanted to spend.  She was so unprofessional and ruined my wedding gown shopping experience that day. She didn't really seem to know what she was doing or how to effectively communicate with others.  I also tried on maybe 15 dresses and she seemed to have trouble understanding what I was looking for after I and my future MIL explained to her multiple times about the style I wanted. For majority of the appointment, she wouldn't let my MIL look for dresses for me and told her to sit down instead. Eventually, my MIL stepped in and found a couple of dresses that were more appropriate than what Vira had originally showed me.

In addition, this sales person was condescending and kept repeating that I could make changes to the dress and add or remove fabric here and there. Excuse me, but I'm here looking to BUY a dress, not DESIGN my own dress! At one point, when I told her I didn't like something about a dress, she said ""You're not a child, but I've told you before that you can change this.""  Look, I'm the type who needs to see the actual dress on me to really know what it looks like. It's hard for me to imagine what it COULD look like by removing pieces of fabric and altering it significantly. I'm not going to buy a dress and then make all these changes and realize that it doesn't actually look good.  My goal was to find a dress with as little trouble as possible but this lady was causing me so much unnecessary stress. BTW: I was told that alterations are $450 flat rate.

Also, this whole ""no photographs"" rule is ridiculous. How are we supposed to know how we look in photographs?! I understand that some people take advantage and post a bunch of photos of wedding dresses online but taking ONE photo of a dress that I really liked wasn't even permitted at all. Also, nobody was around.  This rule certainly caused them to lose my business.  They really should change that because all of the other comparable places I've been to have allowed it, or have been lenient when they weren't as busy in the store (when I went, I was the only one there). They have a large selection of dresses but most stores carry very similar dresses, so that's why I'm not afraid to write this review before I actually buy my dress.  I'm definitely not going back there.

The sales person was also very pushy in the sense that she expected me to buy the dress right away after my first day of trying on dresses. As I was leaving, she was saying that I had to order it NOW because it won't come until March--blah blah blah...It's July 2016 and my wedding is in June 2017. I'm pretty sure I didn't need to buy it on that particular day.",-1
trn_5998,"I used to have breakfast from their food truck at Atherton Mill so I was BEYOND excited when I found out they were opening a restaurant. The menu, location, people...it's everything I hoped it would be!  The vibe is so easy going and chill. The menu isn't fussy or busy, it's just good ol feel good food!",1
trn_5999,really like the fact that the pies are made fresh. and i had whip made fresh for one of the single slices of pies i had.  the pumpkin pie tasted like if the pumpkin its self poop out a fresh pie.. lol... the pecan pie i really enjoyed. Most definitely will be back to try the banana cream,1
trn_6000,"This is the shop you have been looking for! They do good honest work at reasonable prices. They have never tried to sell me stuff I don't need to inflate the bill.
They are a little off the main drag, not a fancy building.  But I am not looking for that. Its a pleasure  to leave an auto repair shop where I feel like a got a good deal.
Highly recommended!",1
trn_6001,"Yes, I just gave this donut house a five star rating.  Winchell's is benefiting from the wave of nostalgia that came over me when I walked in with my pal Matt after dinner at Wendy's Noodle House.  It was already 8:30pm, but the cases were FULL of fresh donuts.  I remember having Winchell's all the time when I was growing up in SoCal and they were everywhere.  I'm sure I've driven by this one, but never stopped in until tonight.  Matt told me they're open 24 hours, too--curses!  I don't need to know that.  He's just paying me back for telling him that Keebler Grasshopper cookies are the same thing as the Girl Scouts' Thin Mints and can be had year-round.  Now we're even.  Four donuts for $2.99 cannot be beat and the memories that Winchell's brings back are priceless.",1
trn_6002,"The. Most. Amazing. BBQ. I. Have. Ever. Had. If you are ever in Phoenix you must come here. Get here early, even though there will probably be an hour wait and it'll be hot. But there is cold water and misters while you are waiting. It is well worth the wait. I could die right now. So good.",1
trn_6003,"I had wanted to try Sapori for a long time, especially with so many nice reviews.  I finally ordered take out on a Saturday after a long day of yard work.  Honestly, I was disappointed.  The food was very average at best and, in my opinion, doesn't come close to nearby competitors like Fratellos, Nino's, etc.  The Chicken Parmigiana was better than the Scarpariello.  The Scarpariello had what seemed like a sweetness to the sauce...which definitely doesn't go with garlic, hot peppers, and sausage.  Sorry, the menu looks so good and I wanted to like it, but the flavors and quality just were not there.",-1
trn_6004,"Grabbed dinner here on a Thursday night before a show at Playhouse Square. Our server selected our beers for our flight based on other beers I liked and she suggested her favorite picks. The pork shank is TO DIE FOR. You must order this - such a unique cut of meet but it's delicious, especially with homemade buttermilk dressing and kimchi. The calamari was great and so were the bacon wrapped dates. The pierogi flatbread was creative but not my favorite. I'd certainly return for more porkshank and to try some other dishes.",1
trn_6005,I was so excited to have soup salad and breadsticks with my new gift card for dinner. We sat down and waited to be greeted and the first thing our waiter told us is that they're out of salad. How is this possible when their salad is what they're known for?? Poor planning on their gms part and a loyal Olive Garden patron lost.,-1
trn_6006,"you spend 2$ for hours of fun and learning. They have an inside area full of interesting stuff about the history of vegas, henderson and boulder city. then you move outsite they have a whole area dedicated to early american history of the mojave, and then they litteraly have a train depot and a whole neighbourhood like you were teleported back in time to the 60's 50's 40's 20's and early 1900's really cool place (depending on the house). They even have a printing press on site!  Take the kids, family and friends! I do not reccomeend this trek in the afternoons during summer.  Plus the folks from the pawnshop show own it if that means anything to anyone....",1
trn_6007,"This place is very busy during lunch to dinner because of their awesome dimsum menu and their Chinese menu in general.

I love the atmosphere of the place. Very good for a starving group of family/friends. Wide variety of food choices and their presentation of the food is good too. Mouth watering looking dimsum.

Spacious place though you have to wait during peek hours. 

We also tried coming here 45 min before they closed and the food was still satisfying. Though I would have prefered if they still serve dimsum before they close. Sometimes I just have this late night dimsum cravings! 

The only downside here probably is the servers are sometimes hard to understand or I don't know if they understood me or not or vice versa. Though since they got the orders right- i guess it's just me! 

I'm also glad about their location here in Bedington! I don't have to go downtown to satisfy my dimsum cravings- though I still wish they serve dimsum late at night!",1
trn_6008,"I went there with friends on a business trip. They offer small plates meant for sharing. We had falafels, a couple of flatbread varieties, street tacos and the brussel sprouts. They were all excellent, especially the brussel sprouts.
It was so good we tried to go back the next night, but they were closed for a private party. I'm sorry I didn't get to try some of the other woodfire veggie dishes.",1
trn_6009,"One of the best reasons to visit Las Vegas is because of the amazing food!  It is an essential part of every vacation!  We discovered Island Style around 12 years ago when Ivan welcomed us the first time we visited Las Vegas with our young children.  Since his passing, we have been greeted by Russell.  He is always very sweet and always makes you feel like you are coming home.  The food is amazing and you get good portions as well.  You are always treated like family when you go there, no matter who you are.  We ordered the Meat Jun which comes with rice and a scoop of macaroni salad. This is a must have.  We also ordered their fried rice, delicious teriyaki chicken and pork cutlet.  Great place to go for that comfort food craving!",1
trn_6010,"After 4 hours and hundreds of dollars spent on an unnecessary CT scan, we still have no cause for my symptoms. I tried getting in to my PCP, but was referred to this Urgent Care since my PCP didn't have an opening for a month! I came here because I truly needed medical care and I got scammed. 

I heard through the thin wall that the NP on duty was counting down until his shift was over. 
The consequence of this is that I was not listened to at all and I received improper care. The staff scared me into thinking I had a medical emergency just so that I would open my wallet to pay for an unnecessary procedure or go away to the ER. This way, the NP could mentally check out while still covering his own ass.

4 hours later, I feel scammed and I still have to spend more time and money tomorrow finding out what the real issue is. They didn't listen to me or my primary care physician and led me down an expensive and stressful path. It's so sad what healthcare has turned into!

I feel like this place is open 24 hours, close to the strip, just to scam tourists maybe? I don't know. Not a good experience :(",-1
trn_6011,Great place to go for a good meal the lemon aide is to die for great away a good time there we buy gift cards up to 200.00 worth cheese cake what can I say great deserts,1
